loan_id,channel,product,funded_amount,funded_month,margin_bps,interest_rate,state
LN-2024-07493,Wholesale,15yr Fixed,1175810,2024-04-01,288,6.173,IL
LN-2024-07494,Direct,30yr Fixed,229359,2024-07-01,319,5.812,IL
LN-2024-07495,Retail,15yr Fixed,1165298,2024-02-01,368,7.756,FL
LN-2024-07496,Retail,30yr Fixed,1017233,2024-01-01,313,6.873,AZ
LN-2024-07497,Direct,30yr Fixed,303765,2024-04-01,330,6.792,CA
LN-2024-07498,Correspondent,ARM 5/1,1000006,2024-09-01,277,8.288,IL
LN-2024-07499,Direct,ARM 5/1,1047577,2024-02-01,313,8.467,AZ
LN-2024-07500,Retail,30yr Fixed,626475,2024-03-01,280,7.49,CA
LN-2024-07501,Wholesale,30yr Fixed,158906,2024-01-01,309,7.726,IL
LN-2024-07502,Direct,ARM 5/1,781325,2024-12-01,356,5.572,FL
LN-2024-07503,Direct,15yr Fixed,1140670,2024-09-01,287,5.773,AZ
LN-2024-07504,Retail,30yr Fixed,755373,2024-06-01,376,8.198,NY
LN-2024-07505,Direct,15yr Fixed,846061,2024-09-01,343,6.916,CA
LN-2024-07506,Wholesale,ARM 5/1,650336,2024-03-01,347,7.751,CA
LN-2024-07507,Wholesale,30yr Fixed,1153432,2024-04-01,348,7.751,TX
LN-2024-07508,Correspondent,ARM 5/1,613739,2024-05-01,259,6.507,AZ
LN-2024-07509,Correspondent,15yr Fixed,451077,2024-07-01,304,7.762,IL
LN-2024-07510,Correspondent,30yr Fixed,647723,2024-10-01,277,5.725,TX
LN-2024-07511,Retail,15yr Fixed,833085,2024-01-01,272,8.129,FL
LN-2024-07512,Direct,ARM 5/1,1075636,2024-11-01,361,7.196,TX
LN-2024-07513,Correspondent,ARM 5/1,687379,2024-01-01,294,8.346,FL
LN-2024-07514,Direct,30yr Fixed,743454,2024-08-01,315,6.635,AZ
LN-2024-07515,Correspondent,30yr Fixed,618296,2024-05-01,297,6.22,NY
LN-2024-07516,Wholesale,ARM 5/1,760935,2024-05-01,296,5.931,CA
LN-2024-07517,Retail,30yr Fixed,729711,2024-01-01,274,6.374,TX
LN-2024-07518,Wholesale,30yr Fixed,155301,2024-03-01,288,6.746,AZ
LN-2024-07519,Correspondent,ARM 5/1,273499,2024-06-01,311,6.24,AZ
LN-2024-07520,Retail,ARM 5/1,744694,2024-06-01,309,7.231,NY
LN-2024-07521,Retail,15yr Fixed,280959,2024-08-01,298,7.275,TX
LN-2024-07522,Correspondent,15yr Fixed,746453,2024-09-01,345,6.892,FL
LN-2024-07523,Correspondent,ARM 5/1,395048,2024-06-01,371,8.205,IL
LN-2024-07524,Direct,15yr Fixed,1113569,2024-09-01,289,5.715,NY
LN-2024-07525,Wholesale,30yr Fixed,500728,2024-12-01,327,6.299,NY
LN-2024-07526,Direct,15yr Fixed,468159,2024-08-01,290,6.973,CA
LN-2024-07527,Correspondent,30yr Fixed,292431,2024-09-01,321,7.615,AZ
LN-2024-07528,Correspondent,15yr Fixed,460753,2024-09-01,362,6.518,FL
LN-2024-07529,Wholesale,ARM 5/1,650738,2024-09-01,292,5.927,CA
LN-2024-07530,Correspondent,30yr Fixed,1012982,2024-08-01,298,6.207,CA
LN-2024-07531,Direct,15yr Fixed,591353,2024-06-01,273,6.187,IL
LN-2024-07532,Wholesale,15yr Fixed,1158087,2024-09-01,262,7.181,AZ
LN-2024-07533,Correspondent,30yr Fixed,677981,2024-02-01,310,6.611,NY
LN-2024-07534,Correspondent,30yr Fixed,915607,2024-01-01,344,7.718,IL
LN-2024-07535,Correspondent,15yr Fixed,293723,2024-07-01,287,8.007,NY
LN-2024-07536,Correspondent,15yr Fixed,560698,2024-08-01,313,8.295,TX
LN-2024-07537,Wholesale,ARM 5/1,787115,2024-12-01,376,6.142,CA
LN-2024-07538,Wholesale,15yr Fixed,786116,2024-11-01,336,6.856,AZ
LN-2024-07539,Direct,ARM 5/1,958687,2024-10-01,343,8.173,NY
LN-2024-07540,Direct,30yr Fixed,312143,2024-08-01,281,6.894,CA
LN-2024-07541,Correspondent,30yr Fixed,1115604,2024-04-01,293,7.136,NY
LN-2024-07542,Direct,30yr Fixed,534569,2024-07-01,296,6.117,FL
LN-2024-07543,Direct,30yr Fixed,766191,2024-06-01,304,6.47,TX
LN-2024-07544,Retail,ARM 5/1,633889,2024-04-01,352,7.028,CA
LN-2024-07545,Correspondent,30yr Fixed,558458,2024-01-01,373,7.497,CA
LN-2024-07546,Wholesale,ARM 5/1,949929,2024-01-01,345,7.776,IL
LN-2024-07547,Direct,ARM 5/1,753601,2024-03-01,276,7.195,NY
LN-2024-07548,Direct,ARM 5/1,826960,2024-04-01,360,7.831,AZ
LN-2024-07549,Retail,30yr Fixed,549263,2024-06-01,319,5.847,TX
LN-2024-07550,Retail,15yr Fixed,396213,2024-10-01,369,7.157,IL
LN-2024-07551,Wholesale,30yr Fixed,232900,2024-10-01,327,5.576,TX
LN-2024-07552,Retail,30yr Fixed,465503,2024-07-01,300,6.747,FL
LN-2024-07553,Correspondent,15yr Fixed,254938,2024-12-01,350,6.375,AZ
LN-2024-07554,Retail,15yr Fixed,649275,2024-02-01,279,8.271,IL
LN-2024-07555,Wholesale,15yr Fixed,419333,2024-05-01,359,8.078,FL
LN-2024-07556,Direct,15yr Fixed,1184825,2024-05-01,250,6.387,FL
LN-2024-07557,Wholesale,30yr Fixed,294192,2024-01-01,327,6.676,NY
LN-2024-07558,Retail,ARM 5/1,1017751,2024-03-01,344,6.594,AZ
LN-2024-07559,Direct,30yr Fixed,638206,2024-03-01,321,7.675,AZ
LN-2024-07560,Wholesale,30yr Fixed,537530,2024-03-01,257,5.707,TX
LN-2024-07561,Retail,30yr Fixed,218189,2024-05-01,372,6.172,TX
LN-2024-07562,Direct,ARM 5/1,817198,2024-01-01,293,5.617,NY
LN-2024-07563,Correspondent,ARM 5/1,951860,2024-03-01,293,6.412,AZ
LN-2024-07564,Retail,15yr Fixed,1189966,2024-05-01,366,7.092,CA
LN-2024-07565,Retail,30yr Fixed,207877,2024-07-01,346,8.094,TX
LN-2024-07566,Retail,ARM 5/1,283080,2024-01-01,369,7.627,IL
LN-2024-07567,Retail,30yr Fixed,1062304,2024-09-01,296,8.248,IL
LN-2024-07568,Direct,30yr Fixed,330208,2024-03-01,285,5.515,FL
LN-2024-07569,Direct,ARM 5/1,414475,2024-03-01,363,7.273,CA
LN-2024-07570,Retail,15yr Fixed,897575,2024-10-01,271,5.627,TX
LN-2024-07571,Retail,ARM 5/1,561091,2024-09-01,271,6.553,TX
LN-2024-07572,Wholesale,ARM 5/1,1023829,2024-09-01,359,6.719,IL
LN-2024-07573,Retail,15yr Fixed,1029493,2024-09-01,359,6.221,FL
LN-2024-07574,Retail,30yr Fixed,487674,2024-01-01,329,7.57,AZ
LN-2024-07575,Retail,ARM 5/1,940682,2024-07-01,313,6.393,CA
LN-2024-07576,Direct,30yr Fixed,418690,2024-11-01,291,8.046,TX
LN-2024-07577,Wholesale,30yr Fixed,1069516,2024-11-01,291,6.09,FL
LN-2024-07578,Retail,30yr Fixed,1146957,2024-12-01,374,7.47,FL
LN-2024-07579,Direct,ARM 5/1,931252,2024-03-01,325,6.06,CA
LN-2024-07580,Correspondent,15yr Fixed,511250,2024-09-01,310,6.106,CA
LN-2024-07581,Correspondent,15yr Fixed,1047939,2024-03-01,364,8.004,FL
LN-2024-07582,Correspondent,30yr Fixed,526811,2024-06-01,295,6.084,TX
LN-2024-07583,Retail,ARM 5/1,268660,2024-10-01,313,6.442,AZ
LN-2024-07584,Retail,ARM 5/1,1092872,2024-02-01,342,5.698,TX
LN-2024-07585,Correspondent,30yr Fixed,336725,2024-03-01,292,6.114,AZ
LN-2024-07586,Correspondent,15yr Fixed,630453,2024-11-01,326,7.246,CA
LN-2024-07587,Wholesale,15yr Fixed,963344,2024-02-01,334,5.747,IL
LN-2024-07588,Wholesale,15yr Fixed,652570,2024-06-01,361,6.416,IL
LN-2024-07589,Correspondent,ARM 5/1,352018,2024-08-01,256,6.981,FL
LN-2024-07590,Wholesale,ARM 5/1,1050321,2024-05-01,310,6.083,NY
LN-2024-07591,Retail,15yr Fixed,335080,2024-05-01,273,6.25,CA
LN-2024-07592,Correspondent,15yr Fixed,267746,2024-01-01,379,5.853,IL
LN-2024-07593,Wholesale,ARM 5/1,922723,2024-06-01,364,5.624,NY
LN-2024-07594,Retail,ARM 5/1,516166,2024-03-01,251,5.976,FL
LN-2024-07595,Wholesale,30yr Fixed,298439,2024-12-01,371,6.467,CA
LN-2024-07596,Wholesale,15yr Fixed,1167510,2024-11-01,300,7.446,FL
LN-2024-07597,Correspondent,30yr Fixed,564547,2024-09-01,251,6.776,TX
LN-2024-07598,Correspondent,15yr Fixed,790379,2024-09-01,380,8.288,IL
LN-2024-07599,Correspondent,ARM 5/1,1174157,2024-04-01,293,7.592,TX
LN-2024-07600,Wholesale,ARM 5/1,955230,2024-08-01,339,7.771,TX
LN-2024-07601,Retail,15yr Fixed,953336,2024-10-01,319,6.884,CA
LN-2024-07602,Correspondent,30yr Fixed,813563,2024-08-01,372,7.831,TX
LN-2024-07603,Correspondent,30yr Fixed,953174,2024-08-01,327,7.562,TX
LN-2024-07604,Correspondent,15yr Fixed,962088,2024-01-01,252,6.919,NY
LN-2024-07605,Correspondent,15yr Fixed,304555,2024-12-01,375,6.517,NY
LN-2024-07606,Retail,30yr Fixed,1186894,2024-06-01,297,6.309,IL
LN-2024-07607,Direct,30yr Fixed,197292,2024-12-01,370,8.414,AZ
LN-2024-07608,Direct,15yr Fixed,885706,2024-08-01,270,7.132,NY
LN-2024-07609,Wholesale,15yr Fixed,342780,2024-06-01,359,6.527,AZ
LN-2024-07610,Direct,15yr Fixed,669332,2024-05-01,328,6.304,IL
LN-2024-07611,Correspondent,15yr Fixed,190841,2024-06-01,317,6.749,NY
LN-2024-07612,Retail,30yr Fixed,215392,2024-07-01,311,6.235,TX
LN-2024-07613,Correspondent,15yr Fixed,270998,2024-05-01,255,5.822,CA
LN-2024-07614,Retail,15yr Fixed,416680,2024-07-01,281,7.231,IL
LN-2024-07615,Correspondent,ARM 5/1,287694,2024-09-01,330,5.767,CA
LN-2024-07616,Wholesale,30yr Fixed,669886,2024-04-01,338,7.945,TX
LN-2024-07617,Direct,ARM 5/1,341545,2024-02-01,270,5.553,FL
LN-2024-07618,Direct,30yr Fixed,1049132,2024-08-01,313,6.349,CA
LN-2024-07619,Retail,30yr Fixed,1024960,2024-05-01,258,8.117,CA
LN-2024-07620,Correspondent,30yr Fixed,259050,2024-05-01,354,5.569,FL
LN-2024-07621,Correspondent,15yr Fixed,264018,2024-06-01,276,7.782,TX
LN-2024-07622,Retail,ARM 5/1,1061786,2024-12-01,290,6.654,CA
LN-2024-07623,Retail,15yr Fixed,946624,2024-03-01,331,6.998,CA
LN-2024-07624,Correspondent,ARM 5/1,735331,2024-10-01,374,6.651,CA
LN-2024-07625,Retail,ARM 5/1,472923,2024-09-01,343,6.128,AZ
LN-2024-07626,Wholesale,30yr Fixed,273136,2024-04-01,305,5.973,FL
LN-2024-07627,Wholesale,30yr Fixed,823651,2024-05-01,259,6.849,NY
LN-2024-07628,Wholesale,15yr Fixed,444870,2024-12-01,296,6.774,FL
LN-2024-07629,Direct,30yr Fixed,1140124,2024-07-01,299,6.121,FL
LN-2024-07630,Correspondent,ARM 5/1,1088218,2024-08-01,301,8.001,TX
LN-2024-07631,Wholesale,15yr Fixed,341722,2024-01-01,282,5.882,IL
LN-2024-07632,Wholesale,15yr Fixed,327589,2024-12-01,373,7.016,TX
LN-2024-07633,Direct,30yr Fixed,885438,2024-01-01,343,7.399,IL
LN-2024-07634,Wholesale,ARM 5/1,1027110,2024-06-01,321,5.922,CA
LN-2024-07635,Wholesale,ARM 5/1,208159,2024-06-01,251,6.949,FL
LN-2024-07636,Wholesale,30yr Fixed,804160,2024-10-01,362,7.578,NY
LN-2024-07637,Retail,30yr Fixed,479980,2024-12-01,360,8.078,NY
LN-2024-07638,Wholesale,ARM 5/1,1029124,2024-08-01,322,6.936,FL
LN-2024-07639,Direct,ARM 5/1,567739,2024-04-01,294,7.661,FL
LN-2024-07640,Direct,15yr Fixed,638443,2024-07-01,250,6.919,CA
LN-2024-07641,Correspondent,ARM 5/1,916331,2024-07-01,272,6.833,AZ
LN-2024-07642,Retail,ARM 5/1,701375,2024-07-01,345,5.633,CA
LN-2024-07643,Retail,15yr Fixed,389431,2024-01-01,287,6.642,TX
LN-2024-07644,Wholesale,15yr Fixed,323448,2024-04-01,335,5.605,IL
LN-2024-07645,Correspondent,30yr Fixed,608963,2024-11-01,307,6.031,FL
LN-2024-07646,Correspondent,ARM 5/1,1022252,2024-03-01,283,5.974,TX
LN-2024-07647,Wholesale,ARM 5/1,150416,2024-01-01,367,7.253,AZ
LN-2024-07648,Retail,ARM 5/1,1095502,2024-05-01,375,6.126,IL
LN-2024-07649,Correspondent,15yr Fixed,748842,2024-07-01,286,6.76,CA
LN-2024-07650,Retail,ARM 5/1,279251,2024-06-01,354,7.423,TX
LN-2024-07651,Direct,30yr Fixed,493081,2024-12-01,345,6.521,FL
LN-2024-07652,Correspondent,ARM 5/1,390641,2024-08-01,293,5.521,NY
LN-2024-07653,Wholesale,ARM 5/1,233497,2024-12-01,282,6.921,FL
LN-2024-07654,Retail,15yr Fixed,1108619,2024-02-01,330,6.186,TX
LN-2024-07655,Correspondent,ARM 5/1,521892,2024-06-01,261,8.001,FL
LN-2024-07656,Correspondent,30yr Fixed,616416,2024-05-01,311,7.633,CA
LN-2024-07657,Wholesale,15yr Fixed,650209,2024-10-01,379,8.043,TX
LN-2024-07658,Direct,15yr Fixed,575970,2024-07-01,354,8.191,FL
LN-2024-07659,Retail,ARM 5/1,817753,2024-05-01,301,5.807,TX
LN-2024-07660,Retail,30yr Fixed,961875,2024-05-01,344,7.97,FL
LN-2024-07661,Retail,15yr Fixed,877098,2024-11-01,311,5.618,FL
LN-2024-07662,Wholesale,ARM 5/1,308451,2024-10-01,254,6.871,AZ
LN-2024-07663,Direct,15yr Fixed,470486,2024-08-01,297,6.106,AZ
LN-2024-07664,Wholesale,15yr Fixed,483939,2024-02-01,376,6.701,CA
LN-2024-07665,Wholesale,15yr Fixed,795772,2024-12-01,336,6.468,CA
LN-2024-07666,Correspondent,ARM 5/1,411149,2024-09-01,312,7.958,CA
LN-2024-07667,Direct,15yr Fixed,1015400,2024-05-01,318,5.599,CA
LN-2024-07668,Direct,ARM 5/1,401121,2024-09-01,358,8.444,CA
LN-2024-07669,Correspondent,ARM 5/1,181647,2024-07-01,251,5.616,IL
LN-2024-07670,Wholesale,30yr Fixed,605463,2024-02-01,366,5.541,CA
LN-2024-07671,Correspondent,ARM 5/1,1196353,2024-06-01,279,6.196,TX
LN-2024-07672,Direct,ARM 5/1,826314,2024-10-01,340,7.612,NY
LN-2024-07673,Wholesale,ARM 5/1,432085,2024-10-01,292,7.138,FL
LN-2024-07674,Retail,ARM 5/1,244121,2024-05-01,358,5.773,NY
LN-2024-07675,Direct,ARM 5/1,630524,2024-12-01,333,6.187,CA
LN-2024-07676,Correspondent,30yr Fixed,230323,2024-06-01,257,7.654,IL
LN-2024-07677,Retail,ARM 5/1,272267,2024-11-01,258,7.404,AZ
LN-2024-07678,Correspondent,15yr Fixed,824800,2024-11-01,282,7.174,CA
LN-2024-07679,Wholesale,30yr Fixed,330497,2024-07-01,364,6.818,IL
LN-2024-07680,Wholesale,30yr Fixed,1180812,2024-12-01,276,6.813,CA
LN-2024-07681,Direct,15yr Fixed,222685,2024-07-01,250,7.863,CA
LN-2024-07682,Correspondent,15yr Fixed,441021,2024-09-01,291,5.802,IL
LN-2024-07683,Wholesale,30yr Fixed,604926,2024-09-01,334,7.411,IL
LN-2024-07684,Retail,ARM 5/1,1094781,2024-11-01,334,6.564,AZ
LN-2024-07685,Direct,ARM 5/1,722239,2024-11-01,300,7.042,CA
LN-2024-07686,Retail,30yr Fixed,1198873,2024-05-01,281,6.729,IL
LN-2024-07687,Wholesale,30yr Fixed,1051498,2024-05-01,310,7.792,TX
LN-2024-07688,Direct,15yr Fixed,1126951,2024-04-01,259,7.547,AZ
LN-2024-07689,Retail,30yr Fixed,868437,2024-03-01,294,7.629,TX
LN-2024-07690,Direct,30yr Fixed,526380,2024-06-01,352,5.667,CA
LN-2024-07691,Correspondent,30yr Fixed,311931,2024-05-01,270,8.08,IL
LN-2024-07692,Wholesale,30yr Fixed,1061201,2024-02-01,253,7.409,FL
LN-2024-07693,Direct,ARM 5/1,747794,2024-03-01,313,6.258,FL
LN-2024-07694,Wholesale,15yr Fixed,826921,2024-07-01,260,7.402,TX
LN-2024-07695,Wholesale,30yr Fixed,626279,2024-01-01,370,7.687,AZ
LN-2024-07696,Direct,15yr Fixed,746722,2024-10-01,291,6.844,IL
LN-2024-07697,Retail,ARM 5/1,1047556,2024-10-01,313,7.251,TX
LN-2024-07698,Direct,ARM 5/1,393077,2024-09-01,379,7.371,TX
LN-2024-07699,Correspondent,30yr Fixed,320775,2024-04-01,369,7.116,FL
LN-2024-07700,Retail,ARM 5/1,1044356,2024-03-01,271,8.08,CA
LN-2024-07701,Direct,30yr Fixed,693087,2024-11-01,275,6.258,NY
LN-2024-07702,Wholesale,30yr Fixed,594658,2024-11-01,339,7.296,TX
LN-2024-07703,Wholesale,ARM 5/1,402771,2024-04-01,369,8.445,FL
LN-2024-07704,Retail,30yr Fixed,404340,2024-08-01,323,5.542,FL
LN-2024-07705,Correspondent,ARM 5/1,626503,2024-06-01,351,6.359,FL
LN-2024-07706,Retail,ARM 5/1,844343,2024-10-01,375,5.874,IL
LN-2024-07707,Retail,30yr Fixed,760782,2024-07-01,293,5.556,NY
LN-2024-07708,Retail,15yr Fixed,419373,2024-08-01,331,6.929,CA
LN-2024-07709,Correspondent,30yr Fixed,1000718,2024-07-01,371,7.263,FL
LN-2024-07710,Wholesale,30yr Fixed,1168326,2024-04-01,284,6.447,NY
LN-2024-07711,Retail,ARM 5/1,573976,2024-02-01,366,6.863,CA
LN-2024-07712,Retail,30yr Fixed,815943,2024-05-01,335,7.559,TX
LN-2024-07713,Correspondent,15yr Fixed,608617,2024-01-01,321,6.982,TX
LN-2024-07714,Retail,30yr Fixed,408422,2024-07-01,312,7.179,NY
LN-2024-07715,Correspondent,15yr Fixed,237928,2024-11-01,281,7.058,NY
LN-2024-07716,Wholesale,15yr Fixed,370820,2024-02-01,250,6.895,AZ
LN-2024-07717,Retail,ARM 5/1,169185,2024-11-01,366,6.536,IL
LN-2024-07718,Correspondent,30yr Fixed,1018819,2024-08-01,314,8.494,IL
LN-2024-07719,Wholesale,15yr Fixed,812279,2024-01-01,331,6.741,FL
LN-2024-07720,Correspondent,30yr Fixed,1099067,2024-10-01,368,6.478,IL
LN-2024-07721,Direct,15yr Fixed,951436,2024-03-01,278,6.022,FL
LN-2024-07722,Direct,15yr Fixed,1178180,2024-09-01,323,8.3,FL
LN-2024-07723,Wholesale,30yr Fixed,358144,2024-12-01,344,7.155,AZ
LN-2024-07724,Correspondent,15yr Fixed,393944,2024-12-01,298,5.775,TX
LN-2024-07725,Correspondent,ARM 5/1,852313,2024-11-01,320,7.484,CA
LN-2024-07726,Direct,30yr Fixed,357222,2024-09-01,287,5.876,AZ
LN-2024-07727,Correspondent,15yr Fixed,671122,2024-12-01,344,6.721,AZ
LN-2024-07728,Correspondent,15yr Fixed,920253,2024-10-01,262,7.079,NY
LN-2024-07729,Correspondent,30yr Fixed,1016325,2024-02-01,373,7.342,NY
LN-2024-07730,Direct,15yr Fixed,336329,2024-06-01,380,8.14,NY
LN-2024-07731,Correspondent,30yr Fixed,1085593,2024-07-01,361,6.937,CA
LN-2024-07732,Correspondent,30yr Fixed,195002,2024-11-01,321,7.306,TX
LN-2024-07733,Direct,15yr Fixed,655611,2024-07-01,326,7.524,AZ
LN-2024-07734,Retail,ARM 5/1,631417,2024-06-01,318,6.38,IL
LN-2024-07735,Direct,ARM 5/1,329543,2024-07-01,370,8.037,FL
LN-2024-07736,Correspondent,30yr Fixed,200556,2024-10-01,258,7.702,CA
LN-2024-07737,Retail,30yr Fixed,618202,2024-03-01,256,7.459,FL
LN-2024-07738,Correspondent,30yr Fixed,651587,2024-11-01,310,5.548,IL
LN-2024-07739,Correspondent,30yr Fixed,908993,2024-08-01,276,5.878,NY
LN-2024-07740,Correspondent,30yr Fixed,185256,2024-08-01,274,8.138,FL
LN-2024-07741,Retail,30yr Fixed,401705,2024-11-01,347,8.138,CA
LN-2024-07742,Wholesale,30yr Fixed,1025013,2024-09-01,338,7.93,FL
LN-2024-07743,Correspondent,30yr Fixed,1043156,2024-09-01,313,5.66,FL
LN-2024-07744,Retail,15yr Fixed,1177833,2024-05-01,361,6.289,AZ
LN-2024-07745,Direct,30yr Fixed,976201,2024-09-01,279,6.096,TX
LN-2024-07746,Retail,30yr Fixed,571908,2024-12-01,346,7.416,IL
LN-2024-07747,Direct,ARM 5/1,881277,2024-09-01,355,5.7,CA
LN-2024-07748,Direct,ARM 5/1,615563,2024-05-01,289,6.057,IL
LN-2024-07749,Correspondent,15yr Fixed,427297,2024-11-01,299,8.266,AZ
LN-2024-07750,Retail,30yr Fixed,818466,2024-12-01,269,7.031,AZ
LN-2024-07751,Retail,ARM 5/1,1167478,2024-07-01,321,6.589,FL
LN-2024-07752,Correspondent,ARM 5/1,878624,2024-06-01,270,6.465,IL
LN-2024-07753,Retail,ARM 5/1,929162,2024-03-01,330,7.504,NY
LN-2024-07754,Correspondent,15yr Fixed,308648,2024-05-01,362,6.096,NY
LN-2024-07755,Correspondent,15yr Fixed,962035,2024-05-01,258,7.285,TX
LN-2024-07756,Correspondent,30yr Fixed,1102048,2024-06-01,260,6.677,TX
LN-2024-07757,Wholesale,15yr Fixed,375269,2024-06-01,318,6.89,TX
LN-2024-07758,Wholesale,30yr Fixed,281753,2024-10-01,301,5.693,NY
LN-2024-07759,Direct,15yr Fixed,486942,2024-07-01,293,6.679,NY
LN-2024-07760,Direct,30yr Fixed,774593,2024-09-01,324,6.542,TX
LN-2024-07761,Direct,ARM 5/1,758566,2024-04-01,313,8.267,CA
LN-2024-07762,Correspondent,15yr Fixed,1189180,2024-06-01,323,7.569,TX
LN-2024-07763,Wholesale,30yr Fixed,807956,2024-06-01,361,6.154,CA
LN-2024-07764,Wholesale,ARM 5/1,916272,2024-08-01,333,6.513,CA
LN-2024-07765,Retail,30yr Fixed,413895,2024-06-01,371,8.297,IL
LN-2024-07766,Retail,ARM 5/1,581366,2024-08-01,257,7.422,AZ
LN-2024-07767,Retail,30yr Fixed,717432,2024-01-01,293,6.093,FL
LN-2024-07768,Retail,15yr Fixed,1174365,2024-05-01,255,6.923,CA
LN-2024-07769,Retail,30yr Fixed,618256,2024-04-01,329,7.717,FL
LN-2024-07770,Wholesale,15yr Fixed,615096,2024-05-01,301,6.061,FL
LN-2024-07771,Retail,30yr Fixed,557885,2024-01-01,284,5.785,AZ
LN-2024-07772,Direct,30yr Fixed,1063289,2024-08-01,346,7.87,FL
LN-2024-07773,Wholesale,30yr Fixed,237701,2024-06-01,328,7.73,FL
LN-2024-07774,Direct,ARM 5/1,967463,2024-02-01,283,5.906,IL
LN-2024-07775,Correspondent,30yr Fixed,1141093,2024-05-01,326,7.846,IL
LN-2024-07776,Correspondent,15yr Fixed,1174774,2024-07-01,278,8.379,TX
LN-2024-07777,Wholesale,30yr Fixed,984269,2024-01-01,313,8.03,CA
LN-2024-07778,Correspondent,15yr Fixed,1073587,2024-09-01,262,7.805,IL
LN-2024-07779,Direct,ARM 5/1,764096,2024-03-01,296,7.851,CA
LN-2024-07780,Wholesale,30yr Fixed,854303,2024-06-01,329,6.017,AZ
LN-2024-07781,Direct,15yr Fixed,617637,2024-01-01,350,7.265,CA
LN-2024-07782,Retail,30yr Fixed,336652,2024-02-01,353,8.145,FL
LN-2024-07783,Correspondent,30yr Fixed,277516,2024-07-01,337,6.666,IL
LN-2024-07784,Wholesale,15yr Fixed,491349,2024-01-01,285,5.651,FL
LN-2024-07785,Correspondent,30yr Fixed,1137912,2024-02-01,272,5.826,CA
LN-2024-07786,Retail,15yr Fixed,1182725,2024-08-01,294,7.457,NY
LN-2024-07787,Retail,30yr Fixed,937700,2024-04-01,287,6.507,AZ
LN-2024-07788,Direct,ARM 5/1,1124555,2024-07-01,346,6.504,AZ
LN-2024-07789,Direct,ARM 5/1,832996,2024-08-01,319,7.502,CA
LN-2024-07790,Correspondent,15yr Fixed,897060,2024-03-01,256,8.202,CA
LN-2024-07791,Direct,ARM 5/1,1122919,2024-11-01,362,5.803,TX
LN-2024-07792,Wholesale,30yr Fixed,1102417,2024-04-01,294,6.231,FL
LN-2024-07793,Direct,30yr Fixed,1164678,2024-05-01,380,7.576,CA
LN-2024-07794,Wholesale,30yr Fixed,1109415,2024-03-01,267,7.702,AZ
LN-2024-07795,Correspondent,30yr Fixed,1016759,2024-04-01,336,7.262,IL
LN-2024-07796,Direct,15yr Fixed,939956,2024-01-01,257,5.516,FL
LN-2024-07797,Wholesale,15yr Fixed,400386,2024-11-01,259,5.608,FL
LN-2024-07798,Retail,15yr Fixed,699903,2024-03-01,257,7.423,AZ
LN-2024-07799,Wholesale,ARM 5/1,546850,2024-06-01,347,6.461,FL
LN-2024-07800,Wholesale,15yr Fixed,780715,2024-07-01,261,7.833,AZ
LN-2024-07801,Retail,15yr Fixed,709043,2024-04-01,264,6.548,FL
LN-2024-07802,Correspondent,15yr Fixed,1071940,2024-12-01,297,7.251,TX
LN-2024-07803,Retail,ARM 5/1,1154590,2024-12-01,284,7.796,FL
LN-2024-07804,Direct,ARM 5/1,1144855,2024-02-01,303,7.305,FL
LN-2024-07805,Wholesale,30yr Fixed,411390,2024-06-01,347,7.752,TX
LN-2024-07806,Wholesale,30yr Fixed,1028885,2024-07-01,251,6.301,IL
LN-2024-07807,Direct,30yr Fixed,354108,2024-06-01,304,7.102,CA
LN-2024-07808,Direct,15yr Fixed,593674,2024-07-01,313,8.331,CA
LN-2024-07809,Wholesale,ARM 5/1,1090943,2024-08-01,260,7.468,FL
LN-2024-07810,Direct,15yr Fixed,354470,2024-08-01,339,8.003,TX
LN-2024-07811,Wholesale,30yr Fixed,1091359,2024-10-01,272,8.214,NY
LN-2024-07812,Correspondent,ARM 5/1,835590,2024-07-01,345,6.252,TX
LN-2024-07813,Correspondent,15yr Fixed,671574,2024-02-01,310,7.922,AZ
LN-2024-07814,Direct,15yr Fixed,617263,2024-08-01,363,8.424,TX
LN-2024-07815,Retail,ARM 5/1,381181,2024-09-01,320,5.765,CA
LN-2024-07816,Direct,ARM 5/1,203234,2024-10-01,282,5.54,CA
LN-2024-07817,Direct,30yr Fixed,1081935,2024-05-01,259,5.578,AZ
LN-2024-07818,Correspondent,15yr Fixed,293268,2024-06-01,312,6.718,IL
LN-2024-07819,Wholesale,ARM 5/1,570124,2024-11-01,327,6.012,IL
LN-2024-07820,Direct,15yr Fixed,813577,2024-06-01,299,7.982,TX
LN-2024-07821,Wholesale,ARM 5/1,556332,2024-10-01,363,6.337,FL
LN-2024-07822,Wholesale,ARM 5/1,707185,2024-05-01,273,7.11,FL
LN-2024-07823,Correspondent,30yr Fixed,928697,2024-02-01,374,6.952,AZ
LN-2024-07824,Correspondent,15yr Fixed,571111,2024-03-01,351,8.144,FL
LN-2024-07825,Direct,ARM 5/1,696435,2024-06-01,347,6.415,TX
LN-2024-07826,Retail,ARM 5/1,735669,2024-12-01,267,7.994,TX
LN-2024-07827,Wholesale,30yr Fixed,512264,2024-10-01,277,5.667,CA
LN-2024-07828,Retail,15yr Fixed,839941,2024-01-01,250,8.155,TX
LN-2024-07829,Retail,30yr Fixed,822717,2024-08-01,283,5.521,AZ
